ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1122	Mehbooba Mufti	Elected	Sunday, May 18, 2014	Monday, July 4, 2016	Second	Anantnag	Jammu and Kashmir		Female	Professional Graduate	B.A., LL.B.Educated at Kashmir University	59	9	0	26	35%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	15.8	0	36	55%		Lok Sabha
1123	Mekapati Rajamohan Reddy	Elected	Sunday, May 18, 2014	Wednesday, June 20, 2018	Fourth	Nellore	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Professional Graduate	B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh	74	59	0	311	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	36	0.6	235	76%		Lok Sabha
1124	Mohanbhai Kalyanjibhai Kundariya	Elected	Sunday, May 18, 2014	In office	First	Rajkot	Gujarat	Bharatiya Janata Party	Male	Matric	SSC	67	16	0	261	93%	This MP was a minister from Nov 2014 to Jul 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	36.8	1.4	174	80	22.8	1.4	180	84%		Lok Sabha
1125	Mriganka Mahato	Elected	Sunday, May 18, 2014	In office	First	Purulia	West Bengal	All India Trinamool Congress	Male	Professional Graduate	M.B.B.S., D.O.	56	5	0	8	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1126	Mukesh Rajput	Elected	Sunday, May 18, 2014	In office	First	Farrukhabad	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	B.Sc.	50	43	0	34	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1127	Mulayam Singh Yadav	Elected	Sunday, May 18, 2014	In office	Sixth	Azamgarh	Uttar Pradesh	Samajwadi Party	Male	Post Graduate	B.A., B.T., M.A. (Political Science); Educated at K.K. College, Etawah, A.K. College, Shikohabad and B.R. College, Agra University, Agra, Uttar Pradesh	79	44	0	0	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1128	Munisamy Thambidurai	Elected	Sunday, May 18, 2014	In office	Fifth	Karur	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Doctorate	M.A., M.Phil., M.Litt., Ph.D.; Educated at Madras Christian College, Madras University, Chennai, Tamil Nadu	71	35	0	13	58%	He was appointed Deputy Speaker in Aug 2014. As a Deputy Speaker, this MP does not sign the attendance register His attendance is available till Aug 13, 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1129	Murali Mohan Maganti	Elected	Sunday, May 18, 2014	In office	First	Rajahmundry	Andhra Pradesh	Telugu Desam Party	Male	Inter/ Higher Secondary	Inter/Higher Secondary	78	56	1	267	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1130	Murli Manohar Joshi	Elected	Sunday, May 18, 2014	In office	Sixth	Kanpur	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.Sc. (Physics), D. Phil.; Educated at Allahabad University, Allahabad, Uttar Pradesh	85	0	0	2	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1131	Muttamsetti Srinivasa Rao (Avanthi)	Elected	Sunday, May 18, 2014	In office	First	Anakapalli	Andhra Pradesh	Telugu Desam Party	Male	Inter/ Higher Secondary	Higher Secondary (B.Com.)	51	74	1	364	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1132	Muzaffar Hussain Baig	Elected	Sunday, May 18, 2014	In office	First	Baramulla	Jammu and Kashmir		Male	Post Graduate	Masters from Harvard Law School	72	3	0	19	11%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	30.8	0.2	94	55%		Lok Sabha
1133	N.K.Premachandran	Elected	Sunday, May 18, 2014	In office	Third	Kollam	Kerala	Revolutionary Socialist Party	Male	Professional Graduate	B.Sc, L.L.B	58	300	7	471	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1134	Naba Kumar Sarania (Hira)	Elected	Sunday, May 18, 2014	In office	First	Kokrajhar	Assam	Independent	Male	Inter/ Higher Secondary	Higher Secondary	49	22	0	78	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1135	Nagendra Kumar Pradhan	Elected	Sunday, May 18, 2014	In office	First	Sambalpur	Odisha	Biju Janata Dal	Male	Professional Graduate	B.A. (Hons.) LL.B	66	48	1	555	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
583742	Nagendra Pratap Singh Patel	Elected	Friday, March 16, 2018	In office	First	Phulpur	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.com, Meerut University UP	50	5	0	12	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	52	80	15.3	0.5	38	86%		Lok Sabha
1136	Nagendra Singh	Elected	Sunday, May 18, 2014	Friday, December 21, 2018	First	Khajuraho	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B.Com.	76	7	0	0	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	64.2	2.1	277	80	67.3	0.8	271	82%		Lok Sabha
1137	Nalin Kumar Kateel	Elected	Sunday, May 18, 2014	In office	Second	Dakshina Kannada	Karnataka	Bharatiya Janata Party	Male	Matric	Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka	52	45	0	687	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1138	Nanabhau Falgunrao Patole	Elected	Sunday, May 18, 2014	Thursday, December 14, 2017	First	Bhandara-Gondiya	Maharashtra	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Information not available	56	89	1	351	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	53.6	3	444	78%		Lok Sabha
1139	Nandkumar Singh Chouhan (Nandu Bhaiya)	Elected	Sunday, May 18, 2014	In office	Fifth	Khandwa	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B.A. Educated at Seva Sadan Mahavidyalaya, Burhanpur	66	7	0	6	54%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1140	Naramalli Sivaprasad	Elected	Sunday, May 18, 2014	In office	Second	Chittoor	Andhra Pradesh	Telugu Desam Party	Male	Professional Graduate	M.B.B.S.; Educated at S.V. Medical College, Tirupati, Chittoor (Andhra Pradesh)	67	0	0	69	45%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1141	Naranbhai Kachhadia	Elected	Sunday, May 18, 2014	In office	Second	Amreli	Gujarat	Bharatiya Janata Party	Male	Under Matric	Educated at Charkhadiya, Govt. of Primary School	63	134	1	762	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1142	Narendra Keshav Sawaikar	Elected	Sunday, May 18, 2014	In office	First	South Goa	Goa	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.	52	21	1	434	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	21	1	434	89%		Lok Sabha
1143	Narendra Modi	Elected	Sunday, May 18, 2014	In office	First	Varanasi	Uttar Pradesh	Bharatiya Janata Party	Male	Post Graduate	Post Graduate	68	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1144	Narendra Singh Tomar	Elected	Sunday, May 18, 2014	In office	Second	Gwalior	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	Educated at Jiwaji University, Gwalior, Madhya Pradesh	61	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1145	Natubhai Gomanbhai Patel	Elected	Sunday, May 18, 2014	In office	Second	Dadra and Nagar Haveli	Dadra & Nagar Haveli	Bharatiya Janata Party	Male	Under Matric		46	0	0	85	67%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	0	0	85	67%		Lok Sabha
1146	Neelam Sonkar	Elected	Sunday, May 18, 2014	In office	First	Lalganj	Uttar Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A.	46	49	0	379	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1147	Neiphiu Rio	Elected	Sunday, May 18, 2014	Thursday, February 22, 2018	First	Nagaland			Male	Graduate	B.A	68	14	0	20	58%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	57.9	1.8	233	80	15	0	21	68%		Lok Sabha
1148	Nepal Singh	Elected	Sunday, May 18, 2014	In office	First	Rampur	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.Sc., Ph.D.	78	20	0	38	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1149	Nihalchand	Elected	Sunday, May 18, 2014	In office	Third	Ganganagar	Rajasthan	Bharatiya Janata Party	Male	Graduate	B.A. Educated at Rai Singh Nagar (Ajmer University)	48	36	3	165	89%	This MP was a minister till Jul 2016. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Participation and attendance details (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	31.7	1.3	156	80	49.3	1.4	180	88%		Lok Sabha
1150	Ninong Ering	Elected	Sunday, May 18, 2014	In office	Second	Arunachal East	Arunachal Pradesh	Indian National Congress	Male	Graduate	B.A.; Educated at J.N. College, Pasighat, Arunachal Pradesh	60	53	9	319	71%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	53	9	319	71%		Lok Sabha
1151	Niranjan Jyoti	Elected	Sunday, May 18, 2014	In office	First	Fatehpur	Uttar Pradesh	Bharatiya Janata Party	Female	Inter/ Higher Secondary	Intermediate	52	18	0	1	100%	This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	5.6	0.1	8	86%		Lok Sabha
1152	Nishikant Dubey	Elected	Sunday, May 18, 2014	In office	Second	Godda	Jharkhand	Bharatiya Janata Party	Male	Professional Post Graduate	B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi)	50	337	48	677	98%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1153	Nitin Jairam Gadkari	Elected	Sunday, May 18, 2014	In office	First	Nagpur	Maharashtra	Bharatiya Janata Party	Male	Post Graduate	M.Com., LL.B. and Diploma in Business Management	61	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1154	Nityanand Rai	Elected	Sunday, May 18, 2014	In office	First	Ujiarpur	Bihar	Bharatiya Janata Party	Male	Graduate	B.A. (Hons)	53	7	0	141	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1155	Om Birla	Elected	Sunday, May 18, 2014	In office	First	Kota	Rajasthan	Bharatiya Janata Party	Male	Post Graduate	M.Com	56	163	6	670	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1156	Om Prakash Yadav	Elected	Sunday, May 18, 2014	In office	Second	Siwan	Bihar	Bharatiya Janata Party	Male	Graduate	B.Sc.; Educated at D.A.V. College, Siwan, Bihar	56	33	28	402	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1157	P. C. Mohan	Elected	Sunday, May 18, 2014	In office	Second	Bangalore Central	Karnataka	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Educated at Vijiya College	55	21	0	315	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1158	P. K. Biju	Elected	Sunday, May 18, 2014	In office	Second	Alathur	Kerala	Communist Party of India (Marxist)	Male	Post Graduate	M.Sc. (Polymer Chemistry); Educated at School of Chemical Sciences, Mahatama Gandhi University, Kottayam, Kerala	44	326	0	581	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1159	P. Karunakaran	Elected	Sunday, May 18, 2014	In office	Third	Kasaragod	Kerala	Communist Party of India (Marxist)	Male	Post Graduate	M.A.; Educated at M.A. College, Kothamangalam	73	198	13	307	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1160	P. Kumar	Elected	Sunday, May 18, 2014	In office	Second	Tiruchirappalli	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.Sc., B.L., Educated at Govt. Law College, Tiruchirappalli	47	40	0	463	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1161	P. Nagarajan	Elected	Sunday, May 18, 2014	In office	First	Coimbatore	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.A., B.L.	57	28	0	594	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1162	P. Radhakrishnan	Elected	Sunday, May 18, 2014	In office	Second	Kanniyakumari	Tamil Nadu	Bharatiya Janata Party	Male	Professional Graduate	B.A., B.L.; Educated at D.V.D.H. School, Nagercoil, V.H.N.S.N. College, Virudhu Nagar and Madras Law College, Chennai (Tamil Nadu)	67	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1163	P. Venugopal	Elected	Sunday, May 18, 2014	In office	Second	Tiruvallur	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	M.B.B.S.; Educated at Stanley Medical College, Chennai, Tamil Nadu	66	72	0	655	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1164	P.C. Gaddigoudar	Elected	Sunday, May 18, 2014	In office	Third	Bagalkot	Karnataka	Bharatiya Janata Party	Male	Professional Graduate	B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum	67	9	0	94	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
530226	P.K. Kunhalikutty	Elected	Monday, April 17, 2017	In office	First	Malappuram	Kerala	Indian Union Muslim League	Male	Diploma Course	B.com., Diploma in Business Management, Educated at Aligarh Muslim University	67	9	0	83	51%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	15.8	0.8	92	80	39.2	1.7	118	77%		Lok Sabha
1165	P.K. Sreemathi Teacher	Elected	Sunday, May 18, 2014	In office	First	Kannur	Kerala	Communist Party of India (Marxist)	Female	Others	Pre-Degree	69	167	0	511	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1166	P.P. Chaudhary	Elected	Sunday, May 18, 2014	In office	First	Pali	Rajasthan	Bharatiya Janata Party	Male	Professional Graduate	B.Sc., L.L.B, studied at Jai Narayan Vyas University, Jodhpur (Rajasthan)	65	359	18	394	98%	This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	88.9	2.5	210	88%		Lok Sabha
1167	P.P. Mohammed Faizal	Elected	Sunday, May 18, 2014	In office	First	Lakshadweep	Lakshadweep	Nationalist Congress Party	Male	Professional Post Graduate	M.B.A.	43	48	0	357	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48	0	357	76%		Lok Sabha
1168	P.R. Senthilnathan	Elected	Sunday, May 18, 2014	In office	First	Sivaganga	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.Sc., LL.B	51	46	0	516	68%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1169	P.R. Sundaram	Elected	Sunday, May 18, 2014	In office	First	Namakkal	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Under Graduate	Under Graduate	67	101	0	738	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1170	P.V. Midhun Reddy	Elected	Sunday, May 18, 2014	Wednesday, June 20, 2018	First	Rajampet	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Professional Post Graduate	MBA	41	19	0	172	53%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	36	0.6	235	76%		Lok Sabha
1171	Pandula Ravindra Babu	Elected	Sunday, May 18, 2014	In office	First	Amalapuram	Andhra Pradesh	Telugu Desam Party	Male	Professional Graduate	M.B.B.S.	63	66	1	147	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1172	Pankaj Chowdhary	Elected	Sunday, May 18, 2014	In office	Fifth	Maharajganj	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at Gorakhpur University, Gorakhpur (Uttar Pradesh)	54	28	2	340	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1173	Paresh Rawal	Elected	Sunday, May 18, 2014	In office	First	Ahmedabad East	Gujarat	Bharatiya Janata Party	Male	Graduate	B.Com.	63	8	0	185	66%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
517498	Partha Pratim Ray	Elected	Friday, November 25, 2016	In office	First	Cooch Behar	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.A. in English, B.ed from University of North Bengal Raja Rammohanpur Silguri, Darjeeling	37	8	0	27	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	24.8	1.1	130	80	14.1	0.1	44	65%		Lok Sabha
1174	Parvesh Sahib Singh Verma	Elected	Sunday, May 18, 2014	In office	First	West Delhi	Delhi	Bharatiya Janata Party	Male	Professional Post Graduate	M.B.A.	41	21	7	208	97%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	65.8	12.7	315	92%		Lok Sabha
1175	Pashupati Nath Singh	Elected	Sunday, May 18, 2014	In office	Second	Dhanbad	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.Sc.	69	45	0	186	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1176	Pinaki Misra	Elected	Sunday, May 18, 2014	In office	Third	Puri	Odisha	Biju Janata Dal	Male	Professional Graduate	B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University	59	11	0	333	84%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1177	Ponguleti Srinivasa Reddy	Elected	Sunday, May 18, 2014	In office	First	Khammam	Telangana	Yuvajana Sramika Rythu Congress Party	Male	Graduate	Graduate	53	32	0	423	63%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.2	2.4	302	68%		Lok Sabha
1178	Poonam Mahajan Alias Poonam Vajendla Rao	Elected	Sunday, May 18, 2014	In office	First	Mumbai-North-Central	Maharashtra	Bharatiya Janata Party	Female	Graduate	Graduate, Diploma Course	38	30	9	445	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1179	Poonamben Hematbhai Maadam	Elected	Sunday, May 18, 2014	In office	First	Jamnagar	Gujarat	Bharatiya Janata Party	Female	Graduate	Graduate	44	34	0	353	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1180	Prabhas Kumar Singh	Elected	Sunday, May 18, 2014	In office	First	Bargarh	Odisha	Biju Janata Dal	Male	Doctorate	M.A., Ph.D.	54	62	4	157	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1181	Prabhatsinh Pratapsinh Chauhan	Elected	Sunday, May 18, 2014	In office	Second	Panchmahal	Gujarat	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Educated at Shri K.K. High School, Vejalpur, Tel. Kalol, Distt. Panchmahal, Gujarat	77	3	0	29	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
517489	Pradan Baruah	Elected	Tuesday, November 29, 2016	In office	First	Lakhimpur	Assam	Bharatiya Janata Party	Male	Diploma Course	Diploma in Mech. Engg. In 1985 from Dibrugarh Politechnic, Assam, Passed H.S.L.C. from SEBA in 1980 from Silapathar R.H.S. School	53	0	0	1	62%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	24.6	1.1	128	80	15.6	0.7	76	74%		Lok Sabha
1182	Prahlad Singh Patel	Elected	Sunday, May 18, 2014	In office	Fourth	Damoh	Madhya Pradesh	Bharatiya Janata Party	Male	Post Graduate	B.Sc., LL.B., M.A. (Philosophy); Educated at Adarsh Vigyan Mahavidyalaya and U.T.D. Rani Durgawati University, Jabalpur (Madhya Pradesh)	58	162	6	439	95%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1183	Prakash Babanna Hukkeri	Elected	Sunday, May 18, 2014	In office	First	Chikkodi	Karnataka	Indian National Congress	Male	Inter/ Higher Secondary	SSLC	72	11	0	3	34%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1184	Pralhad Venkatesh Joshi	Elected	Sunday, May 18, 2014	In office	Third	Dharwad	Karnataka	Bharatiya Janata Party	Male	Graduate	B.A.; Educated at K.S. Arts College, Hubli	56	85	5	451	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1185	Prasanna Kumar Patasani	Elected	Sunday, May 18, 2014	In office	Fifth	Bhubaneswar	Odisha	Biju Janata Dal	Male	Doctorate	M.A., LL.B., MSCI, Ph.D. (Honorary), D. Litt. (Utkal), D.Sc. (Swiss); Educated at Utkal University, Bhubaneswar (Orissa), Madhusudan Law College, Cuttack (Orissa), Maharshi Institute of Creative Intelligence, Rishikesh (Uttar Pradesh), Sheelsburg (Switzer	72	42	0	6	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1186	Prasun Banerjee	Elected	Sunday, May 18, 2014	In office	Second	Howrah	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc.	63	4	0	79	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1187	Prathap Simha	Elected	Sunday, May 18, 2014	In office	First	Mysore	Karnataka	Bharatiya Janata Party	Male	Post Graduate	Master in Communication and Journalism	42	13	0	685	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1188	Pratima Mondal	Elected	Sunday, May 18, 2014	In office	First	Jaynagar	West Bengal	All India Trinamool Congress	Female	Post Graduate	M.A., B.Ed.	53	66	0	37	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1189	Pratyusha Rajeshwari Singh	Elected	Sunday, October 19, 2014	In office	First	Kandhamal	Odisha	Biju Janata Dal	Female	Graduate	B.A., Sophia Girls College, Ajmer, Rajasthan	47	18	0	196	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	61.9	2.2	275	80	62.5	3.4	203	82%		Lok Sabha
583743	Pravin Kumar Nishad	Elected	Friday, March 16, 2018	In office	First	Gorakhpur	Uttar Pradesh	Samajwadi Party	Male	Professional Graduate	Mechanical Engineering from Gautam Buddha University, Lucknow	30	1	0	1	65%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	52	80	15.3	0.5	38	86%		Lok Sabha
1190	Prem Das Rai	Elected	Sunday, May 18, 2014	In office	Second	Sikkim	Sikkim	Sikkim Democratic Front	Male	Graduate	B.Tech. (Chemical) and P.G.D.M.; Educated at IIT, Kanpur and IIM Ahmedabad, Gujarat	64	73	3	405	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	73	3	405	79%		Lok Sabha
